Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581534,"AZINGER, TOM",Candidate,4538079,"AZINGER, TOM",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117988,6581534,"AZINGER, TOM",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581660,"GILLESPIE, FREDERICK DAVID",Candidate,6203095,"GILLESPIE, FRED",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117989,6581660,"GILLESPIE, FREDERICK DAVID",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581528,"ASHLEY, ROBERT G (BOB)",Candidate,6220962,"ASHLEY, BOB",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117990,6581528,"ASHLEY, ROBERT G (BOB)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13007985,"IRELAND, LYNWOOD (WOODY)",Candidate,17022736,"IRELAND, LYNWOOD (WOOD)",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117991,13007985,"IRELAND, LYNWOOD (WOODY)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581517,"ANDERSON JR, EVERETTE WILLIAM (BILL)",Candidate,113238,"ANDERSON, BILL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117992,6581517,"ANDERSON JR, EVERETTE WILLIAM (BILL)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700276,"BORDER, ANNA",Candidate,6246974,"BORDER, ANNA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117993,6700276,"BORDER, ANNA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6682376,"STORCH, ERIKKA",Candidate,8668924,"STORCH, ERIKKA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117994,6682376,"STORCH, ERIKKA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386056,"PETHTEL, DAVID LEE",Candidate,6212061,"PETHTEL, DAVE",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117995,6386056,"PETHTEL, DAVID LEE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581821,"ROMINE, WILLIAM ROGER",Candidate,6219593,"ROMINE, WILLIAM ROGER",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117996,6581821,"ROMINE, WILLIAM ROGER",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386227,"SWARTZMILLER, RANDAL (RANDY)",Candidate,6220296,"SWARTZMILLER, RANDY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117997,6386227,"SWARTZMILLER, RANDAL (RANDY)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700963,"DAVIS, LYNN",Candidate,126653,"DAVIS, LYNN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117998,6700963,"DAVIS, LYNN",Lost-General,H,State House/Assembly,2,Lost,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13007975,"FERNS, RYAN J",Candidate,6239586,"FERNS, RYAN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54117999,13007975,"FERNS, RYAN J",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6581554,"BLAIR, CRAIG",Candidate,4130553,"BLAIR, CRAIG",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118000,6581554,"BLAIR, CRAIG",Won-General,S,State Senate,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6386025,"PALUMBO, COREY",Candidate,6237080,"PALUMBO, COREY",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118001,6386025,"PALUMBO, COREY",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13007969,"JONES, RONNIE D",Candidate,17022737,"JONES, RONNIE D.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118002,13007969,"JONES, RONNIE D",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7508004,"FACEMIRE, DOUGLAS E",Candidate,6237544,"FACEMIRE, DOUG",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118003,7508004,"FACEMIRE, DOUGLAS E",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7627115,"PREZIOSO, ROMAN",Candidate,15522864,"PREZIOSO JR., ROMAN W.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118004,7627115,"PREZIOSO, ROMAN",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6449892,"WILLIAMS, ROBERT LYNN (BOB)",Candidate,49567,"WILLIAMS, BOB",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118005,6449892,"WILLIAMS, ROBERT LYNN (BOB)",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6448311,"DAVIS, ROBIN JEAN",Candidate,557966,"DAVIS, ROBIN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118006,6448311,"DAVIS, ROBIN JEAN",Won-General,J,State Supreme Court,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,12746091,"LOUGHRY, ALLEN",Candidate,12448434,"LOUGHRY, ALLEN",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118007,12746091,"LOUGHRY, ALLEN",Won-General,J,State Supreme Court,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6674470,"MCGEEHAN, PAT",Candidate,6531817,"MCGEEHAN, PAT",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118008,6674470,"MCGEEHAN, PAT",Lost-General,S,State Senate,2,Lost,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6701002,"ESPINOSA, PAUL",Candidate,12278845,"ESPINOSA, PAUL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118009,6701002,"ESPINOSA, PAUL",Won-General,H,State House/Assembly,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,13008186,"SIMON, ELLIOT",Candidate,4183040,"SIMON, ELLIOT",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118010,13008186,"SIMON, ELLIOT",Lost-General,H,State House/Assembly,2,Lost,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6486922,"HALL, DANIEL J",Candidate,208519,"HALL, DANIEL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118011,6486922,"HALL, DANIEL J",Won-General,S,State Senate,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6447966,"LAIRD IV, WILLIAM R",Candidate,2272980,"LAIRD, WILLIAM",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118012,6447966,"LAIRD IV, WILLIAM R",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6659221,"BARNES, CLARK",Candidate,6250602,"BARNES, CLARK",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118013,6659221,"BARNES, CLARK",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6447959,"KESSLER, JEFFREY VINCENT",Candidate,17022738,"KESSLER, JEFFERY V.",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118014,6447959,"KESSLER, JEFFREY VINCENT",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6651549,"BOLEY, DONNA J",Candidate,812587,"BOLEY, DONNA",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118015,6651549,"BOLEY, DONNA J",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7600179,"CARMICHAEL, MITCH",Candidate,6212449,"CARMICHAEL, MITCH",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118016,7600179,"CARMICHAEL, MITCH",Won-General,S,State Senate,1,Won,O,Open
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,7464689,"PLYMALE, ROBERT H",Candidate,6242315,"PLYMALE, BOB",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118017,7464689,"PLYMALE, ROBERT H",Won-General,S,State Senate,1,Won,I,Incumbent
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6700948,"COLE III, WILLIAM PAUL (BILL)",Candidate,3394515,"COLE, BILL",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118018,6700948,"COLE III, WILLIAM PAUL (BILL)",Won-General,S,State Senate,1,Won,C,Challenger
WV,2012,670,CONSOL ENERGY,95,Coal mining,34,Mining,5,Energy & Natural Resources,6514626,"KIRKENDOLL, ARTHUR E (ART)",Candidate,6224438,"KIRKENDOLL, ART",10.89,5,Unknown,27335337,MIENERT / MASHEK COMMUNICATIONS,54118019,6514626,"KIRKENDOLL, ARTHUR E (ART)",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251916,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251918,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251920,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251921,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251922,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251923,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251925,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251926,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251927,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251928,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251929,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251931,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251932,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251933,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251935,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251936,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251938,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251941,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,130251942,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530630,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530631,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530632,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530633,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530634,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530635,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530572,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530573,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530574,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530575,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530576,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530578,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530580,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
CA,2016,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",292811,"AGUIAR-CURRY, CECILIA",Candidate,6792026,"AGUIAR-CURRY, CECILIA",10.8,3,Support,27317382,NO PAYEE IDENTIFIED,144530581,292811,"AGUIAR-CURRY, CECILIA",Won-General,H,State House/Assembly,1,Won,O,Open
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,38522471,"JONES, JEWELL",Candidate,22336,"JONES, JEWELL",10.69,3,Support,223155,INLAND PRESS,171929407,38522471,"JONES, JEWELL",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2016,18854,PLANNED PARENTHOOD OF ORANGE & SAN BERNARDINO COUNTIES CALIFORNIA,224,Health care services,67,Health Services,8,Health,2536758,"GOMEZ REYES, ELOISE",Candidate,366516,"REYES, ELOISE GOMEZ",10.67,3,Support,27317382,NO PAYEE IDENTIFIED,144530894,2536758,"GOMEZ REYES, ELOISE",Won-General,H,State House/Assembly,1,Won,C,Challenger
ME,2016,26284550,PLANNED PARENTHOOD OF MAINE,224,Health care services,67,Health Services,8,Health,39714316,"MURPHY BECK, HENRY E",Candidate,22847575,"BECK, HENRY EM",10.66,3,Support,42748418,"WARE, LINDSAY",144928923,39714316,"MURPHY BECK, HENRY E",Lost-General,S,State Senate,2,Lost,C,Challenger
MO,2016,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,15985965,"EVANS, MICHAEL W (MIKE)",Candidate,96004,"EVANS, MIKE",10.62,3,Support,40632534,PPSLR,141630308,15985965,"EVANS, MICHAEL W (MIKE)",Lost-Primary,H,State House/Assembly,2,Lost,O,Open
CA,2014,18820,PLANNED PARENTHOOD OF LOS ANGELES COUNTY CALIFORNIA,224,Health care services,67,Health Services,8,Health,37194,"RENDON, ANTHONY",Candidate,532083,"RENDON, ANTHONY",10.6,3,Support,27317382,NO PAYEE IDENTIFIED,76516454,37194,"RENDON, ANTHONY",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2014,18820,PLANNED PARENTHOOD OF LOS ANGELES COUNTY CALIFORNIA,224,Health care services,67,Health Services,8,Health,173676,"RIDLEY-THOMAS, SEBASTIAN M",Candidate,16372106,SEBASTIAN RIDLEY-THOMAS,10.6,3,Support,27317382,NO PAYEE IDENTIFIED,76516455,173676,"RIDLEY-THOMAS, SEBASTIAN M",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2014,18820,PLANNED PARENTHOOD OF LOS ANGELES COUNTY CALIFORNIA,224,Health care services,67,Health Services,8,Health,702180,"CHAU, EDWIN (ED)",Candidate,7056778,"CHAU, ED",10.6,3,Support,27317382,NO PAYEE IDENTIFIED,76516491,702180,"CHAU, EDWIN (ED)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
CA,2014,18820,PLANNED PARENTHOOD OF LOS ANGELES COUNTY CALIFORNIA,224,Health care services,67,Health Services,8,Health,13008754,"GARCIA, CRISTINA",Candidate,1156838,"GARCIA, CRISTINA",10.6,3,Support,27317382,NO PAYEE IDENTIFIED,76516493,13008754,"GARCIA, CRISTINA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
